Site,Sample_type,Species,Hybrid,Elevation_ft,Elevation_m,Longitude,Latitude,Sample,Dup_ID,Unique_ID,Sample_Date,Sampling_time,Process_Date,Process_time,Leaf_thickness,ACI,Leaf_toughness,LMA(mg),ImageJ_1,ImageJ_2,Leaf_lobe_index,Habitat,Notes,Notes2
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,4,,HULB_L004,6/2/2021,11:00:00 AM,6/3/2021,12:38:00 PM,344,2.2,0.35,0.4,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,4,,HULB_L004,6/2/2021,11:00:00 AM,6/3/2021,12:38:00 PM,520,6.7,0.29,0.4,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,5,,HULB_L005,6/2/2021,11:00:00 AM,6/3/2021,12:41:00 PM,492,5.7,0.22,0.5,354362,893852,0.603556293,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,5,,HULB_L005,6/2/2021,11:00:00 AM,6/3/2021,12:41:00 PM,478,5.4,0.19,0.4,,,,,,
HULB,sample,M. laciniatus,,7126,2178,-119.14962,37.23553,5,,HULB_L005,6/2/2021,11:00:00 AM,6/3/2021,12:41:00 PM,500,5.5,0.19,0.4,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,1,,HULB_G001,6/2/2021,11:00:00 AM,6/3/2021,11:11:00 PM,253,3,0.29,0.3,96196,100477,0.042606766,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,1,,HULB_G001,6/2/2021,11:00:00 AM,6/3/2021,11:11:00 PM,235,3.4,0.25,0.2,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,1,,HULB_G001,6/2/2021,11:00:00 AM,6/3/2021,11:11:00 PM,221,2.8,0.23,0.3,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,2,,HULB_G002,6/2/2021,11:00:00 AM,6/3/2021,1:13:00 PM,305,3.1,0.26,0.2,149343,156454,0.045451059,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,2,,HULB_G002,6/2/2021,11:00:00 AM,6/3/2021,1:13:00 PM,322,2.7,0.21,0.1,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,2,,HULB_G002,6/2/2021,11:00:00 AM,6/3/2021,1:13:00 PM,282,2.8,0.22,0.3,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,3,,HULB_G003,6/2/2021,11:00:00 AM,6/3/2021,1:15:00 PM,290,2.9,0.22,0.2,249281,267548,0.068275599,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,3,,HULB_G003,6/2/2021,11:00:00 AM,6/3/2021,1:15:00 PM,260,3.1,0.22,0.3,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,3,,HULB_G003,6/2/2021,11:00:00 AM,6/3/2021,1:15:00 PM,247,3.6,0.16,0.3,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,4,,HULB_G004,6/2/2021,11:00:00 AM,6/3/2021,1:16:00 PM,250,3.1,0.24,0.3,174850,179590,0.026393452,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,4,,HULB_G004,6/2/2021,11:00:00 AM,6/3/2021,1:16:00 PM,305,2.9,0.24,0.2,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,4,,HULB_G004,6/2/2021,11:00:00 AM,6/3/2021,1:16:00 PM,302,3.6,0.18,0.3,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,5,,HULB_G005,6/2/2021,11:00:00 AM,6/3/2021,1:18:00 PM,325,2.6,0.23,0.1,85104,89634,0.050538858,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,5,,HULB_G005,6/2/2021,11:00:00 AM,6/3/2021,1:18:00 PM,282,2.6,0.26,0.2,,,,,,
HULB,sample,M. guttatus,,7126,2178,-119.14962,37.23553,5,,HULB_G005,6/2/2021,11:00:00 AM,6/3/2021,1:18:00 PM,290,2.6,0.22,0.2,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,1,,LMZZ_G001,6/24/2021,,6/25/2021,8:15:00 AM,370,2.4,0.36,0.4,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,1,,LMZZ_G001,6/24/2021,,6/25/2021,8:15:00 AM,340,2.9,0.36,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,1,,LMZZ_G001,6/24/2021,,6/25/2021,8:15:00 AM,315,2.6,0.33,0.4,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,2,,LMZZ_G002,6/24/2021,,6/25/2021,8:15:00 AM,335,2.2,0.31,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,2,,LMZZ_G002,6/24/2021,,6/25/2021,8:15:00 AM,380,2.4,0.34,0.8,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,2,,LMZZ_G002,6/24/2021,,6/25/2021,8:15:00 AM,320,2.3,0.3,,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,3,,LMZZ_G003,6/24/2021,,6/25/2021,8:31:00 AM,370,3,0.3,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,3,,LMZZ_G003,6/24/2021,,6/25/2021,8:31:00 AM,350,3,0.31,0.2,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,3,,LMZZ_G003,6/24/2021,,6/25/2021,8:31:00 AM,380,2.7,0.37,0.1,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,4,,LMZZ_G004,6/24/2021,,6/25/2021,8:31:00 AM,355,2.7,0.35,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,4,,LMZZ_G004,6/24/2021,,6/25/2021,8:31:00 AM,260,2.8,0.32,0.1,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,4,,LMZZ_G004,6/24/2021,,6/25/2021,8:31:00 AM,320,3.1,0.3,0.2,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,5,,LMZZ_G005,6/24/2021,,6/25/2021,8:34:00 AM,270,2.2,0.36,0.2,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,5,,LMZZ_G005,6/24/2021,,6/25/2021,8:34:00 AM,270,2.4,0.32,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,5,,LMZZ_G005,6/24/2021,,6/25/2021,8:34:00 AM,292,2,0.38,0.1,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,6,,LMZZ_G006,6/24/2021,,6/25/2021,8:34:00 AM,320,2.2,0.31,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,6,,LMZZ_G006,6/24/2021,,6/25/2021,8:34:00 AM,325,2.1,0.31,0.2,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,6,,LMZZ_G006,6/24/2021,,6/25/2021,8:34:00 AM,380,2.3,0.31,0.4,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,7,,LMZZ_G007,6/24/2021,,6/25/2021,8:40:00 AM,292,2.3,0.3,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,7,,LMZZ_G007,6/24/2021,,6/25/2021,8:40:00 AM,315,2.3,0.28,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,7,,LMZZ_G007,6/24/2021,,6/25/2021,8:40:00 AM,330,2.3,0.33,0.2,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,8,,LMZZ_G008,6/24/2021,,6/25/2021,8:40:00 AM,274,2.8,0.34,0.4,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,8,,LMZZ_G008,6/24/2021,,6/25/2021,8:40:00 AM,275,2.8,0.29,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,8,,LMZZ_G008,6/24/2021,,6/25/2021,8:40:00 AM,280,2.6,0.28,,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,9,,LMZZ_G009,6/24/2021,,6/25/2021,8:45:00 AM,312,2.6,0.27,0.7,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,9,,LMZZ_G009,6/24/2021,,6/25/2021,8:45:00 AM,421,2.8,0.21,0.2,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,9,,LMZZ_G009,6/24/2021,,6/25/2021,8:45:00 AM,394,2.8,0.26,0,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,10,,LMZZ_G010,6/24/2021,,6/25/2021,8:45:00 AM,370,2.2,0.39,0.5,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,10,,LMZZ_G010,6/24/2021,,6/25/2021,8:45:00 AM,355,2.3,0.39,0.3,,,,,,
LMZZ,sample,M. guttatus,,6250,2157,-119.772719,37.767781,10,,LMZZ_G010,6/24/2021,,6/25/2021,8:45:00 AM,340,2.4,0.31,0.5,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,1,,CFZZ_G001,6/24/2021,,6/25/2021,8:52:00 AM,195,2.2,0.18,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,1,,CFZZ_G001,6/24/2021,,6/25/2021,8:52:00 AM,228,1.9,0.15,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,1,,CFZZ_G001,6/24/2021,,6/25/2021,8:52:00 AM,223,2.1,0.18,0,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,2,,CFZZ_G002,6/24/2021,,6/25/2021,8:55:00 AM,265,2.3,0.15,0.4,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,2,,CFZZ_G002,6/24/2021,,6/25/2021,8:55:00 AM,255,2.7,0.15,0.4,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,2,,CFZZ_G002,6/24/2021,,6/25/2021,8:55:00 AM,238,2.8,0.15,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,3,,CFZZ_G003,6/24/2021,,6/25/2021,8:59:00 AM,234,2.1,0.17,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,3,,CFZZ_G003,6/24/2021,,6/25/2021,8:59:00 AM,271,2.3,0.19,0.4,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,3,,CFZZ_G003,6/24/2021,,6/25/2021,8:59:00 AM,248,2.5,0.13,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,4,,CFZZ_G004,6/24/2021,,6/25/2021,9:01:00 AM,262,2.4,0.17,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,4,,CFZZ_G004,6/24/2021,,6/25/2021,9:01:00 AM,268,2.3,0.19,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,4,,CFZZ_G004,6/24/2021,,6/25/2021,9:01:00 AM,234,2.3,0.21,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,5,,CFZZ_G005,6/24/2021,,6/25/2021,9:11:00 AM,200,2.4,0.16,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,5,,CFZZ_G005,6/24/2021,,6/25/2021,9:11:00 AM,209,2.2,0.16,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,5,,CFZZ_G005,6/24/2021,,6/25/2021,9:11:00 AM,212,2.1,0.18,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,6,,CFZZ_G006,6/24/2021,,6/25/2021,9:15:00 AM,221,2.2,0.17,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,6,,CFZZ_G006,6/24/2021,,6/25/2021,9:15:00 AM,230,2,0.19,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,6,,CFZZ_G006,6/24/2021,,6/25/2021,9:15:00 AM,245,2.2,0.2,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,7,,CFZZ_G007,6/24/2021,,6/25/2021,9:18:00 AM,240,2.5,0.18,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,7,,CFZZ_G007,6/24/2021,,6/25/2021,9:18:00 AM,246,2.4,0.16,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,7,,CFZZ_G007,6/24/2021,,6/25/2021,9:18:00 AM,255,2.5,0.15,0,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,8,,CFZZ_G008,6/24/2021,,6/25/2021,9:21:00 AM,250,2.6,0.17,0.3,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,8,,CFZZ_G008,6/24/2021,,6/25/2021,9:21:00 AM,275,3,0.15,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,8,,CFZZ_G008,6/24/2021,,6/25/2021,9:21:00 AM,245,2.6,0.13,0,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,9,,CFZZ_G009,6/24/2021,,6/25/2021,9:23:00 AM,215,2.7,0.18,0.2,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,9,,CFZZ_G009,6/24/2021,,6/25/2021,9:23:00 AM,235,2.5,0.16,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,9,,CFZZ_G009,6/24/2021,,6/25/2021,9:23:00 AM,211,2.6,0.17,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,10,,CFZZ_G010,6/24/2021,,6/25/2021,9:26:00 AM,200,2.5,0.14,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,10,,CFZZ_G010,6/24/2021,,6/25/2021,9:26:00 AM,215,2.8,0.17,0.1,,,,,,
CFZZ,sample,M. guttatus,,6237,1901,-119.802952,37.755986,10,,CFZZ_G010,6/24/2021,,6/25/2021,9:26:00 AM,235,2.5,0.16,,,,,,,
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,1,,HHBB_L001,4/20/2022,1:22:00 PM,4/21/2022,10:41:00 AM,530,,0.64,,,,,,LMA yes,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,1,,HHBB_L001,4/20/2022,1:22:00 PM,4/21/2022,10:41:00 AM,540,,0.5,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,1,,HHBB_L001,4/20/2022,1:22:00 PM,4/21/2022,10:41:00 AM,570,,0.49,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,2,,HHBB_L002,4/20/2022,1:22:00 PM,4/21/2022,10:49:00 AM,332,,,,,,,,too small for destructive measurements,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,2,,HHBB_L002,4/20/2022,1:22:00 PM,4/21/2022,10:49:00 AM,380,,,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,2,,HHBB_L002,4/20/2022,1:22:00 PM,4/21/2022,10:49:00 AM,325,,,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,3,,HHBB_L003,4/20/2022,1:22:00 PM,4/21/2022,10:52:00 AM,360,,,,,,,,too small for destructive measurements,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,3,,HHBB_L003,4/20/2022,1:22:00 PM,4/21/2022,10:52:00 AM,380,,,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,3,,HHBB_L003,4/20/2022,1:22:00 PM,4/21/2022,10:52:00 AM,450,,,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,4,,HHBB_L004,4/20/2022,1:22:00 PM,4/21/2022,10:57:00 AM,435,,0.69,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,4,,HHBB_L004,4/20/2022,1:22:00 PM,4/21/2022,10:57:00 AM,390,,0.78,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,4,,HHBB_L004,4/20/2022,1:22:00 PM,4/21/2022,10:57:00 AM,392,,0.74,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,5,,HHBB_L005,4/20/2022,1:22:00 PM,4/21/2022,11:00:00 AM,420,,0.7,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,5,,HHBB_L005,4/20/2022,1:22:00 PM,4/21/2022,11:00:00 AM,452,,0.77,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,5,,HHBB_L005,4/20/2022,1:22:00 PM,4/21/2022,11:00:00 AM,420,,0.31,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,6,,HHBB_L006,4/20/2022,1:22:00 PM,4/21/2022,11:05:00 AM,386,,0.6,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,6,,HHBB_L006,4/20/2022,1:22:00 PM,4/21/2022,11:05:00 AM,400,,0.54,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,6,,HHBB_L006,4/20/2022,1:22:00 PM,4/21/2022,11:05:00 AM,340,,0.59,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,7,,HHBB_L007,4/20/2022,1:22:00 PM,4/21/2022,11:08:00 AM,306,,0.39,0.3,,,,,LMA yes,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,7,,HHBB_L007,4/20/2022,1:22:00 PM,4/21/2022,11:08:00 AM,313,,0.37,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,7,,HHBB_L007,4/20/2022,1:22:00 PM,4/21/2022,11:08:00 AM,309,,0.58,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,8,,HHBB_L008,4/20/2022,1:22:00 PM,4/21/2022,11:14:00 AM,485,9.3,0.33,0.6,,,,,LMA yes,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,8,,HHBB_L008,4/20/2022,1:22:00 PM,4/21/2022,11:14:00 AM,524,5.1,0.41,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,8,,HHBB_L008,4/20/2022,1:22:00 PM,4/21/2022,11:14:00 AM,505,4.4,0.39,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,9,,HHBB_L009,4/20/2022,1:22:00 PM,4/21/2022,11:19:00 AM,437,5.6,0.39,0.7,,,,,LMA yes,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,9,,HHBB_L009,4/20/2022,1:22:00 PM,4/21/2022,11:19:00 AM,572,5,0.38,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,9,,HHBB_L009,4/20/2022,1:22:00 PM,4/21/2022,11:19:00 AM,450,3.7,0.29,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,10,,HHBB_L010,4/20/2022,1:22:00 PM,4/21/2022,11:31:00 AM,376,,0.27,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,10,,HHBB_L010,4/20/2022,1:22:00 PM,4/21/2022,11:31:00 AM,363,,0.28,,,,,,,YELLOW
HHBB,sample,M. laciniatus,,3934,1199,-119.778553,37.959056,10,,HHBB_L010,4/20/2022,1:22:00 PM,4/21/2022,11:31:00 AM,370,,0.3,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,1,,HHBB_G001,4/20/2022,1:22:00 PM,4/21/2022,11:46:00 AM,280,2.8,0.24,0.2,,,,,LMA yes for all G,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,1,,HHBB_G001,4/20/2022,1:22:00 PM,4/21/2022,11:46:00 AM,350,2.6,0.27,0.3,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,1,,HHBB_G001,4/20/2022,1:22:00 PM,4/21/2022,11:46:00 AM,340,2.7,0.27,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,2,,HHBB_G002,4/20/2022,1:22:00 PM,4/21/2022,11:49:00 AM,500,3,0.83,0.6,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,2,,HHBB_G002,4/20/2022,1:22:00 PM,4/21/2022,11:49:00 AM,420,4,0.57,0.7,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,2,,HHBB_G002,4/20/2022,1:22:00 PM,4/21/2022,11:49:00 AM,570,2.8,0.75,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,3,,HHBB_G003,4/20/2022,1:22:00 PM,4/21/2022,12:37:00 PM,168,2.7,0.14,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,3,,HHBB_G003,4/20/2022,1:22:00 PM,4/21/2022,12:37:00 PM,234,2.5,0.15,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,3,,HHBB_G003,4/20/2022,1:22:00 PM,4/21/2022,12:37:00 PM,177,2.9,0.14,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,4,,HHBB_G004,4/20/2022,1:22:00 PM,4/21/2022,12:40:00 PM,209,2.1,0.1,0,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,4,,HHBB_G004,4/20/2022,1:22:00 PM,4/21/2022,12:40:00 PM,254,2.1,0.11,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,4,,HHBB_G004,4/20/2022,1:22:00 PM,4/21/2022,12:40:00 PM,250,1.9,0.14,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,5,,HHBB_G005,4/20/2022,1:22:00 PM,4/21/2022,12:44:00 PM,185,1.8,0.12,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,5,,HHBB_G005,4/20/2022,1:22:00 PM,4/21/2022,12:44:00 PM,255,2.2,0.16,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,5,,HHBB_G005,4/20/2022,1:22:00 PM,4/21/2022,12:44:00 PM,170,1.8,0.12,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,6,,HHBB_G006,4/20/2022,1:22:00 PM,4/21/2022,12:48:00 PM,252,2,0.11,0,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,6,,HHBB_G006,4/20/2022,1:22:00 PM,4/21/2022,12:48:00 PM,242,2,0.15,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,6,,HHBB_G006,4/20/2022,1:22:00 PM,4/21/2022,12:48:00 PM,252,2.1,0.12,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,7,,HHBB_G007,4/20/2022,1:22:00 PM,4/21/2022,12:52:00 PM,300,2.9,0.19,0.2,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,7,,HHBB_G007,4/20/2022,1:22:00 PM,4/21/2022,12:52:00 PM,315,2.7,0.29,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,7,,HHBB_G007,4/20/2022,1:22:00 PM,4/21/2022,12:52:00 PM,300,2.7,0.29,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,8,,HHBB_G008,4/20/2022,1:22:00 PM,4/21/2022,12:55:00 PM,202,2,0.13,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,8,,HHBB_G008,4/20/2022,1:22:00 PM,4/21/2022,12:55:00 PM,280,2,0.14,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,8,,HHBB_G008,4/20/2022,1:22:00 PM,4/21/2022,12:55:00 PM,185,2.7,0.16,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,9,,HHBB_G009,4/20/2022,1:22:00 PM,4/21/2022,1:02:00 PM,135,2.2,0.11,,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,9,,HHBB_G009,4/20/2022,1:22:00 PM,4/21/2022,1:02:00 PM,155,2.1,0.1,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,9,,HHBB_G009,4/20/2022,1:22:00 PM,4/21/2022,1:02:00 PM,190,1.6,0.1,0.1,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,10,,HHBB_G010,4/20/2022,1:22:00 PM,4/21/2022,1:05:00 PM,300,2.4,0.2,,,,,,potential hybrid,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,10,,HHBB_G010,4/20/2022,1:22:00 PM,4/21/2022,1:05:00 PM,290,2.4,0.16,0.2,,,,,,YELLOW
HHBB,sample,M. guttatus,,3934,1199,-119.778553,37.959056,10,,HHBB_G010,4/20/2022,1:22:00 PM,4/21/2022,1:05:00 PM,292,3.3,0.15,0.2,,,,,,YELLOW
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,1,,BHEB_G001,4/22/2022,10:50:00 AM,4/23/2022,12:43:00 PM,510,5.2,0.3,0.3,1171224,1332652,0.121132899,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,1,,BHEB_G001,4/22/2022,10:50:00 AM,4/23/2022,12:43:00 PM,302,5.3,0.31,0.3,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,1,,BHEB_G001,4/22/2022,10:50:00 AM,4/23/2022,12:43:00 PM,335,5.5,0.32,0.2,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,2,,BHEB_G002,4/22/2022,10:50:00 AM,4/23/2022,12:49:00 PM,275,3.2,0.3,0.2,1190763,1266398,0.05972451,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,2,,BHEB_G002,4/22/2022,10:50:00 AM,4/23/2022,12:49:00 PM,256,2.9,0.19,0.1,,,,,,
BHEB,sample,M. guttatus,,3967,1209,-119.393233,37.053544,2,,BHEB_G002,4/22/2022,10:50:00 AM,4/23/2022,12:49:00 PM,375,2.8,0.21,0.3,,,,,,
