Site,Sample_type,Species,Hybrid,Elevation_ft,Elevation_m,Longitude,Latitude,Sample,Dup_ID,Unique_ID,Sample_Date,Sampling_time,Process_Date,Process_time,Leaf_thickness,ACI,Leaf_toughness,LMA(mg),ImageJ_1,ImageJ_2,Leaf_lobe_index,Habitat,Notes,Notes2
SPLB,sample,M. laciniatus,,8281,2348,-119.586129,37.847194,8,,SPLB_L008,6/2/2022,11:58:00 AM,6/3/2022,11:20:00 AM,305,3.2,0.39,,,,,,no lma,
SPLB,sample,M. laciniatus,,8281,2348,-119.586129,37.847194,9,,SPLB_L009,6/2/2022,11:58:00 AM,6/3/2022,11:28:00 AM,461,6,0.61,,318723,1370418,0.767426435,,,
SPLB,sample,M. laciniatus,,8281,2348,-119.586129,37.847194,9,,SPLB_L009,6/2/2022,11:58:00 AM,6/3/2022,11:28:00 AM,327,4.4,0.63,,,,,,,
SPLB,sample,M. laciniatus,,8281,2348,-119.586129,37.847194,9,,SPLB_L009,6/2/2022,11:58:00 AM,6/3/2022,11:28:00 AM,382,6.5,0.64,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,1,,YCNB_L001,6/2/2022,11:07:00 AM,6/3/2022,12:09:00 PM,254,2.5,0.22,,76824,113595,0.323702628,,no lma,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,1,,YCNB_L001,6/2/2022,11:07:00 AM,6/3/2022,12:09:00 PM,262,2.4,0.2,,,,,,no lma,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,1,,YCNB_L001,6/2/2022,11:07:00 AM,6/3/2022,12:09:00 PM,326,2.5,0.23,,,,,,no lma,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,2,,YCNB_L002,6/2/2022,11:07:00 AM,6/3/2022,12:18:00 PM,292,3.3,0.28,,89640,148212,0.395190673,,no lma,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,2,,YCNB_L002,6/2/2022,11:07:00 AM,6/3/2022,12:18:00 PM,510,3.1,0.32,,,,,,no lma,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,2,,YCNB_L002,6/2/2022,11:07:00 AM,6/3/2022,12:18:00 PM,365,2.6,0.29,,,,,,no lma,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,3,,YCNB_L003,6/2/2022,11:07:00 AM,6/3/2022,12:26:00 PM,337,3,0.25,,194059,300780,0.35481415,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,3,,YCNB_L003,6/2/2022,11:07:00 AM,6/3/2022,12:26:00 PM,329,3.4,0.21,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,3,,YCNB_L003,6/2/2022,11:07:00 AM,6/3/2022,12:26:00 PM,251,3.1,0.21,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,4,,YCNB_L004,6/2/2022,11:07:00 AM,6/3/2022,12:35:00 PM,292,3.8,0.23,,157001,235458,0.333210169,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,4,,YCNB_L004,6/2/2022,11:07:00 AM,6/3/2022,12:35:00 PM,339,4.7,0.24,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,4,,YCNB_L004,6/2/2022,11:07:00 AM,6/3/2022,12:35:00 PM,461,3.9,0.38,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,5,,YCNB_L005,6/2/2022,11:07:00 AM,6/3/2022,12:42:00 PM,375,4,0.3,,178324,321544,0.44541338,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,5,,YCNB_L005,6/2/2022,11:07:00 AM,6/3/2022,12:42:00 PM,340,4.2,0.3,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,5,,YCNB_L005,6/2/2022,11:07:00 AM,6/3/2022,12:42:00 PM,427,4.3,0.32,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,6,,YCNB_L006,6/2/2022,11:07:00 AM,6/3/2022,12:48:00 PM,429,6.5,0.57,,182275,239376,0.23854104,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,6,,YCNB_L006,6/2/2022,11:07:00 AM,6/3/2022,12:48:00 PM,315,5.2,0.61,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,6,,YCNB_L006,6/2/2022,11:07:00 AM,6/3/2022,12:48:00 PM,272,6.9,0.33,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,7,,YCNB_L007,6/2/2022,11:07:00 AM,6/3/2022,12:53:00 PM,450,5.3,0.37,,13114,271046,0.951617069,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,7,,YCNB_L007,6/2/2022,11:07:00 AM,6/3/2022,12:53:00 PM,515,4.3,0.35,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,7,,YCNB_L007,6/2/2022,11:07:00 AM,6/3/2022,12:53:00 PM,508,4.7,0.42,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,8,,YCNB_L008,6/2/2022,11:07:00 AM,6/3/2022,12:59:00 PM,278,3.2,0.42,,48313,68944,0.299242864,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,8,,YCNB_L008,6/2/2022,11:07:00 AM,6/3/2022,12:59:00 PM,333,3.4,0.42,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,8,,YCNB_L008,6/2/2022,11:07:00 AM,6/3/2022,12:59:00 PM,300,2.3,0.36,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,9,,YCNB_L009,6/2/2022,11:07:00 AM,6/3/2022,1:04:00 PM,572,5.7,0.32,,69788,95792,0.27146317,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,9,,YCNB_L009,6/2/2022,11:07:00 AM,6/3/2022,1:04:00 PM,551,4.8,0.31,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,9,,YCNB_L009,6/2/2022,11:07:00 AM,6/3/2022,1:04:00 PM,510,3.1,0.29,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,10,,YCNB_L010,6/2/2022,11:07:00 AM,6/3/2022,1:09:00 PM,461,3.6,0.29,,,,,,,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,10,,YCNB_L010,6/2/2022,11:07:00 AM,6/3/2022,1:09:00 PM,453,2.8,0.28,,,,,,no lma,
YCNB,sample,M. laciniatus,,7362,2357,-119.572754,37.843904,10,,YCNB_L010,6/2/2022,11:07:00 AM,6/3/2022,1:09:00 PM,305,3.3,0.25,,,,,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,1,,KNOB_L001,6/14/2022,4:00:00 PM,6/15/2022,10:06:00 AM,602,8.9,0.34,,126913,230499,0.449398913,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,1,,KNOB_L001,6/14/2022,4:00:00 PM,6/15/2022,,605,9,0.34,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,1,,KNOB_L001,6/14/2022,4:00:00 PM,6/15/2022,,431,6.3,0.26,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,2,,KNOB_L002,6/14/2022,4:00:00 PM,6/15/2022,10:24:00 AM,424,5.8,0.27,,203424,448646,0.546582383,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,2,,KNOB_L002,6/14/2022,4:00:00 PM,6/15/2022,,461,3.8,0.33,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,2,,KNOB_L002,6/14/2022,4:00:00 PM,6/15/2022,,383,5.9,0.31,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,3,,KNOB_L003,6/14/2022,4:00:00 PM,6/15/2022,10:31:00 AM,455,3.6,0.28,,67267,126528,0.468362734,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,3,,KNOB_L003,6/14/2022,4:00:00 PM,6/15/2022,,385,2,0.32,,,,,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,3,,KNOB_L003,6/14/2022,4:00:00 PM,6/15/2022,,438,2.3,0.27,,,,,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,4,,KNOB_L004,6/14/2022,4:00:00 PM,6/15/2022,10:44:00 AM,551,6.7,0.31,,149130,374275,0.601549663,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,4,,KNOB_L004,6/14/2022,4:00:00 PM,6/15/2022,,441,5.4,0.3,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,4,,KNOB_L004,6/14/2022,4:00:00 PM,6/15/2022,,472,3.2,0.27,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,5,,KNOB_L005,6/14/2022,4:00:00 PM,6/15/2022,10:52:00 AM,438,4.4,0.27,,112924,337920,0.665826231,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,5,,KNOB_L005,6/14/2022,4:00:00 PM,6/15/2022,,485,5.4,0.23,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,5,,KNOB_L005,6/14/2022,4:00:00 PM,6/15/2022,,415,5.6,0.22,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,6,,KNOB_L006,6/14/2022,4:00:00 PM,6/15/2022,11:04:00 AM,375,3.5,0.25,,105614,169955,0.378576682,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,6,,KNOB_L006,6/14/2022,4:00:00 PM,6/15/2022,,446,3.7,0.25,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,6,,KNOB_L006,6/14/2022,4:00:00 PM,6/15/2022,,429,2.4,0.3,,,,,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,7,,KNOB_L007,6/14/2022,4:00:00 PM,6/15/2022,11:13:00 AM,356,3.3,0.19,,145895,349944,0.583090437,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,7,,KNOB_L007,6/14/2022,4:00:00 PM,6/15/2022,,380,3.3,0.27,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,7,,KNOB_L007,6/14/2022,4:00:00 PM,6/15/2022,,365,4.4,0.26,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,8,,KNOB_L008,6/14/2022,4:00:00 PM,6/15/2022,11:22:00 AM,455,4.4,0.28,,88875,199693,0.554941836,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,8,,KNOB_L008,6/14/2022,4:00:00 PM,6/15/2022,,397,3.9,0.31,,,,,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,8,,KNOB_L008,6/14/2022,4:00:00 PM,6/15/2022,,263,2.8,0.3,,,,,,no lma,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,9,,KNOB_L009,6/14/2022,4:00:00 PM,6/15/2022,11:31:00 AM,406,7.2,0.19,,198759,357259,0.443655723,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,9,,KNOB_L009,6/14/2022,4:00:00 PM,6/15/2022,,437,4.6,0.21,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,9,,KNOB_L009,6/14/2022,4:00:00 PM,6/15/2022,,383,6.1,0.26,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,10,,KNOB_L010,6/14/2022,4:00:00 PM,6/15/2022,11:41:00 AM,550,4.2,0.25,,306000,378847,0.192286068,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,10,,KNOB_L010,6/14/2022,4:00:00 PM,6/15/2022,,485,6.6,0.2,,,,,,,
KNOB,sample,M. laciniatus,,8442,2572,-119.440369,37.853852,10,,KNOB_L010,6/14/2022,4:00:00 PM,6/15/2022,,635,5.5,0.23,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,101,,OPNZ_L101,6/14/2022,4:20:00 PM,6/15/2022,12:34:00 PM,372,4.4,0.14,,173759,239414,0.274232083,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,101,,OPNZ_L101,6/14/2022,4:20:00 PM,6/15/2022,,361,5,0.13,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,101,,OPNZ_L101,6/14/2022,4:20:00 PM,6/15/2022,,317,4.1,0.16,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,102,,OPNZ_L102,6/14/2022,4:20:00 PM,6/15/2022,12:43:00 PM,296,2.4,0.17,,278923,378895,0.263851463,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,102,,OPNZ_L102,6/14/2022,4:20:00 PM,6/15/2022,,302,2.6,0.15,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,102,,OPNZ_L102,6/14/2022,4:20:00 PM,6/15/2022,,271,3,0.14,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,103,,OPNZ_L103,6/14/2022,4:20:00 PM,6/15/2022,12:51:00 PM,451,4,0.15,,415790,588488,0.293460529,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,103,,OPNZ_L103,6/14/2022,4:20:00 PM,6/15/2022,,455,4.5,0.15,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,103,,OPNZ_L103,6/14/2022,4:20:00 PM,6/15/2022,,386,4.3,0.14,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,104,,OPNZ_L104,6/14/2022,4:20:00 PM,6/15/2022,12:59:00 PM,250,4.8,0.25,,330495,677028,0.511844414,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,104,,OPNZ_L104,6/14/2022,4:20:00 PM,6/15/2022,,351,3.8,0.25,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,104,,OPNZ_L104,6/14/2022,4:20:00 PM,6/15/2022,,332,4.3,0.25,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,105,,OPNZ_L105,6/14/2022,4:20:00 PM,6/15/2022,1:08:00 PM,351,4.6,0.25,,373939,733854,0.490444966,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,105,,OPNZ_L105,6/14/2022,4:20:00 PM,6/15/2022,,345,3.7,0.19,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,105,,OPNZ_L105,6/14/2022,4:20:00 PM,6/15/2022,,343,3.6,0.16,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,106,,OPNZ_L106,6/14/2022,4:20:00 PM,6/15/2022,1:16:00 PM,280,2.6,0.19,,103698,149064,0.304339076,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,106,,OPNZ_L106,6/14/2022,4:20:00 PM,6/15/2022,,319,5.4,0.17,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,106,,OPNZ_L106,6/14/2022,4:20:00 PM,6/15/2022,,323,4.6,0.17,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,107,,OPNZ_L107,6/14/2022,4:20:00 PM,6/15/2022,1:25:00 PM,381,4.9,0.2,,185376,301055,0.384245404,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,107,,OPNZ_L107,6/14/2022,4:20:00 PM,6/15/2022,,372,4.8,0.17,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,107,,OPNZ_L107,6/14/2022,4:20:00 PM,6/15/2022,,322,5.7,0.17,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,108,,OPNZ_L108,6/14/2022,4:20:00 PM,6/15/2022,1:31:00 PM,375,2.7,0.31,,100404,188939,0.468590392,,no lma,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,108,,OPNZ_L108,6/14/2022,4:20:00 PM,6/15/2022,,413,2.6,0.32,,,,,,no lma,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,108,,OPNZ_L108,6/14/2022,4:20:00 PM,6/15/2022,,352,3.7,0.28,,,,,,no lma,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,109,,OPNZ_L109,6/14/2022,4:20:00 PM,6/15/2022,1:40:00 PM,290,3.3,0.21,,93041,117711,0.209581093,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,109,,OPNZ_L109,6/14/2022,4:20:00 PM,6/15/2022,,320,2.3,0.21,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,109,,OPNZ_L109,6/14/2022,4:20:00 PM,6/15/2022,,295,2.7,0.2,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,110,,OPNZ_L110,6/14/2022,4:20:00 PM,6/15/2022,1:46:00 PM,380,4.4,0.19,,79015,168897,0.532170494,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,110,,OPNZ_L110,6/14/2022,4:20:00 PM,6/15/2022,,440,2.9,0.31,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,110,,OPNZ_L110,6/14/2022,4:20:00 PM,6/15/2022,,425,,0.25,,,,,,no ACI,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,1,,OPNZ_L001,7/17/2021,,7/17/2021,,335,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,1,,OPNZ_L001,7/17/2021,,7/17/2021,,319,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,1,,OPNZ_L001,7/17/2021,,7/17/2021,,360,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,2,,OPNZ_L002,7/17/2021,,7/17/2021,,449,0.3,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,2,,OPNZ_L002,7/17/2021,,7/17/2021,,460,0.24,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,2,,OPNZ_L002,7/17/2021,,7/17/2021,,568,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,3,,OPNZ_L003,7/17/2021,,7/17/2021,,300,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,3,,OPNZ_L003,7/17/2021,,7/17/2021,,350,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,3,,OPNZ_L003,7/17/2021,,7/17/2021,,297,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,4,,OPNZ_L004,7/17/2021,,7/17/2021,,330,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,4,,OPNZ_L004,7/17/2021,,7/17/2021,,270,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,4,,OPNZ_L004,7/17/2021,,7/17/2021,,335,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,5,,OPNZ_L005,7/17/2021,,7/17/2021,,340,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,5,,OPNZ_L005,7/17/2021,,7/17/2021,,336,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,5,,OPNZ_L005,7/17/2021,,7/17/2021,,289,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,6,,OPNZ_L006,7/17/2021,,7/17/2021,,375,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,6,,OPNZ_L006,7/17/2021,,7/17/2021,,386,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,6,,OPNZ_L006,7/17/2021,,7/17/2021,,378,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,7,,OPNZ_L007,7/17/2021,,7/17/2021,,410,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,7,,OPNZ_L007,7/17/2021,,7/17/2021,,400,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,7,,OPNZ_L007,7/17/2021,,7/17/2021,,426,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,8,,OPNZ_L008,7/17/2021,,7/17/2021,,285,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,8,,OPNZ_L008,7/17/2021,,7/17/2021,,286,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,8,,OPNZ_L008,7/17/2021,,7/17/2021,,280,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,9,,OPNZ_L009,7/17/2021,,7/17/2021,,347,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,9,,OPNZ_L009,7/17/2021,,7/17/2021,,331,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,9,,OPNZ_L009,7/17/2021,,7/17/2021,,335,,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,10,,OPNZ_L010,7/17/2021,,7/17/2021,,532,0.21,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,10,,OPNZ_L010,7/17/2021,,7/17/2021,,498,0.15,,,,,,,,
OPNZ,sample,M. laciniatus,,8225,2506,-119.486313176147,37.8072315532725,10,,OPNZ_L010,7/17/2021,,7/17/2021,,522,,,,,,,,,
C8262022,control,,,,,,,,,C8262022,,,,,,,,,,,,,Mim2_8450,
C9302022,control,,,,,,,,,C9302022,,,,,,,,,,,,,Mim2_8451,
C10082022,control,,,,,,,,,C10082022,,,,,,,,,,,,,Mim2_8452,
C11052022,control,,,,,,,,,C11052022,,,,,,,,,,,,,Mim2_8453,
CA12192022,control,,,,,,,,,CA12192022,,,,,,,,,,,,,Mim2_8454,
P1PCR1NEG,control,,,,,,,,,P1PCR1NEG,,,,,,,,,,,,,Mim2_8455,
P1PCR2NEG,control,,,,,,,,,P1PCR2NEG,,,,,,,,,,,,,Mim2_8456,
C12192022,control,,,,,,,,,C12192022,,,,,,,,,,,,,Mim2_8457,
CA1122023,control,,,,,,,,,CA1122023,,,,,,,,,,,,,Mim2_8458,
CB1122023,control,,,,,,,,,CB1122023,,,,,,,,,,,,,Mim2_8459,
C1192023,control,,,,,,,,,C1192023,,,,,,,,,,,,,Mim2_8460,
C2042023,control,,,,,,,,,C2042023,,,,,,,,,,,,,Mim2_8461,
C3142023,control,,,,,,,,,C3142023,,,,,,,,,,,,,Mim2_8462,
P2PCR1NEG,control,,,,,,,,,P2PCR1NEG,,,,,,,,,,,,,Mim2_8463,
P2PCR2NEG,control,,,,,,,,,P2PCR2NEG,,,,,,,,,,,,,Mim2_8464,
