"","Site","Sample_type","Species","Hybrid","Elevation_cat","Elevation_m","Longitude","Latitude","Sample","Dup_ID","Unique_ID","LT","ACI","LPS","LMA","ImageJ_1","ImageJ_2","LBI","logLBI","logACI","logLT","logLPS","logLMA"
"250","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,6,"","HHBB_G006",252,2.1,0.12,NA,NA,NA,NA,NA,0.322219294733919,2.40140054078154,-0.920818753952375,NA
"251","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,7,"","HHBB_G007",300,2.9,0.19,0.2,NA,NA,NA,NA,0.462397997898956,2.47712125471966,-0.721246399047171,-0.698970004336019
"252","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,7,"","HHBB_G007",315,2.7,0.29,0.1,NA,NA,NA,NA,0.431363764158987,2.4983105537896,-0.537602002101044,-1
"253","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,7,"","HHBB_G007",300,2.7,0.29,NA,NA,NA,NA,NA,0.431363764158987,2.47712125471966,-0.537602002101044,NA
"254","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,8,"","HHBB_G008",202,2,0.13,NA,NA,NA,NA,NA,0.301029995663981,2.30535136944662,-0.886056647693163,NA
"255","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,8,"","HHBB_G008",280,2,0.14,0.1,NA,NA,NA,NA,0.301029995663981,2.44715803134222,-0.853871964321762,-1
"256","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,8,"","HHBB_G008",185,2.7,0.16,0.1,NA,NA,NA,NA,0.431363764158987,2.26717172840301,-0.795880017344075,-1
"257","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,9,"","HHBB_G009",135,2.2,0.11,NA,NA,NA,NA,NA,0.342422680822206,2.13033376849501,-0.958607314841775,NA
"258","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,9,"","HHBB_G009",155,2.1,0.1,0.1,NA,NA,NA,NA,0.322219294733919,2.19033169817029,-1,-1
"259","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,9,"","HHBB_G009",190,1.6,0.1,0.1,NA,NA,NA,NA,0.204119982655925,2.27875360095283,-1,-1
"260","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,10,"","HHBB_G010",300,2.4,0.2,NA,NA,NA,NA,NA,0.380211241711606,2.47712125471966,-0.698970004336019,NA
"261","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,10,"","HHBB_G010",290,2.4,0.16,0.2,NA,NA,NA,NA,0.380211241711606,2.46239799789896,-0.795880017344075,-0.698970004336019
"262","HHBB","sample","G","","LOW",1199,-119.778553,37.959056,10,"","HHBB_G010",292,3.3,0.15,0.2,NA,NA,NA,NA,0.518513939877887,2.46538285144842,-0.823908740944319,-0.698970004336019
"263","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,1,"","BHEB_G001",510,5.2,0.3,0.3,1171224,1332652,0.121132899,-0.91673788894832,0.716003343634799,2.70757017609794,-0.522878745280338,-0.522878745280338
"264","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,1,"","BHEB_G001",302,5.3,0.31,0.3,1171224,1332652,0.121132899,-0.91673788894832,0.724275869600789,2.48000694295715,-0.508638306165727,-0.522878745280338
"265","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,1,"","BHEB_G001",335,5.5,0.32,0.2,1171224,1332652,0.121132899,-0.91673788894832,0.740362689494244,2.52504480703685,-0.494850021680094,-0.698970004336019
"266","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,2,"","BHEB_G002",275,3.2,0.3,0.2,1190763,1266398,0.05972451,-1.2238474046617,0.505149978319906,2.43933269383026,-0.522878745280338,-0.698970004336019
"267","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,2,"","BHEB_G002",256,2.9,0.19,0.1,1190763,1266398,0.05972451,-1.2238474046617,0.462397997898956,2.40823996531185,-0.721246399047171,-1
"268","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,2,"","BHEB_G002",375,2.8,0.21,0.3,1190763,1266398,0.05972451,-1.2238474046617,0.447158031342219,2.57403126772772,-0.677780705266081,-0.522878745280338
"269","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,3,"","BHEB_G003",370,4.4,0.3,0.2,881947,1027989,0.142065722,-0.847510697175017,0.643452676486187,2.56820172406699,-0.522878745280338,-0.698970004336019
"270","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,3,"","BHEB_G003",500,4.8,0.37,0.3,881947,1027989,0.142065722,-0.847510697175017,0.681241237375587,2.69897000433602,-0.431798275933005,-0.522878745280338
"271","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,3,"","BHEB_G003",455,4.4,0.37,0.1,881947,1027989,0.142065722,-0.847510697175017,0.643452676486187,2.65801139665711,-0.431798275933005,-1
"272","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,4,"","BHEB_G004",375,2.8,0.14,0.1,750150,800454,0.062844336,-1.20173385807018,0.447158031342219,2.57403126772772,-0.853871964321762,-1
"273","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,4,"","BHEB_G004",415,2.4,0.17,0.2,750150,800454,0.062844336,-1.20173385807018,0.380211241711606,2.61804809671209,-0.769551078621726,-0.698970004336019
"274","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,4,"","BHEB_G004",455,2.9,0.19,0.1,750150,800454,0.062844336,-1.20173385807018,0.462397997898956,2.65801139665711,-0.721246399047171,-1
"275","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,5,"","BHEB_G005",485,4.9,0.25,0.4,1517303,1709165,0.112254814,-0.949795025390956,0.690196080028514,2.68574173860226,-0.602059991327962,-0.397940008672038
"276","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,5,"","BHEB_G005",510,4.9,0.41,0.4,1517303,1709165,0.112254814,-0.949795025390956,0.690196080028514,2.70757017609794,-0.387216143280265,-0.397940008672038
"277","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,5,"","BHEB_G005",454,4.3,0.29,0.4,1517303,1709165,0.112254814,-0.949795025390956,0.633468455579587,2.6570558528571,-0.537602002101044,-0.397940008672038
"278","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,6,"","BHEB_G006",710,4.3,0.33,0.2,1137771,1353280,0.159249379,-0.797922252539859,0.633468455579587,2.85125834871908,-0.481486060122112,-0.698970004336019
"279","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,6,"","BHEB_G006",365,5.4,0.34,0.3,1137771,1353280,0.159249379,-0.797922252539859,0.732393759822969,2.56229286445647,-0.468521082957745,-0.522878745280338
"280","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,6,"","BHEB_G006",415,5.5,0.33,0.2,1137771,1353280,0.159249379,-0.797922252539859,0.740362689494244,2.61804809671209,-0.481486060122112,-0.698970004336019
"281","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,7,"","BHEB_G007",440,3.5,0.33,0.3,503275,561053,0.102981358,-0.987241385493657,0.544068044350276,2.64345267648619,-0.481486060122112,-0.522878745280338
"282","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,7,"","BHEB_G007",345,3.2,0.32,0.3,503275,561053,0.102981358,-0.987241385493657,0.505149978319906,2.53781909507327,-0.494850021680094,-0.522878745280338
"283","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,7,"","BHEB_G007",252,3.4,0.29,0.3,503275,561053,0.102981358,-0.987241385493657,0.531478917042255,2.40140054078154,-0.537602002101044,-0.522878745280338
"284","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,8,"","BHEB_G008",550,4.4,0.38,0.2,1720237,1879375,0.084676023,-1.07223954779144,0.643452676486187,2.74036268949424,-0.42021640338319,-0.698970004336019
"285","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,8,"","BHEB_G008",445,4.9,0.44,0.3,1720237,1879375,0.084676023,-1.07223954779144,0.690196080028514,2.64836001098093,-0.356547323513813,-0.522878745280338
"286","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,8,"","BHEB_G008",422,4.5,0.33,0.2,1720237,1879375,0.084676023,-1.07223954779144,0.653212513775344,2.62531245096167,-0.481486060122112,-0.698970004336019
"287","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,9,"","BHEB_G009",242,5.5,0.33,0.2,327806,369734,0.113400445,-0.945385241204442,0.740362689494244,2.38381536598043,-0.481486060122112,-0.698970004336019
"288","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,9,"","BHEB_G009",270,4.6,0.23,0.3,327806,369734,0.113400445,-0.945385241204442,0.662757831681574,2.43136376415899,-0.638272163982407,-0.522878745280338
"289","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,9,"","BHEB_G009",440,5,0.35,0.3,327806,369734,0.113400445,-0.945385241204442,0.698970004336019,2.64345267648619,-0.455931955649724,-0.522878745280338
"290","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,10,"","BHEB_G010",270,3.8,0.39,0.2,282659,315369,0.10371977,-0.984138454955536,0.57978359661681,2.43136376415899,-0.408935392973501,-0.698970004336019
"291","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,10,"","BHEB_G010",290,3,0.36,0.4,282659,315369,0.10371977,-0.984138454955536,0.477121254719662,2.46239799789896,-0.443697499232713,-0.397940008672038
"292","BHEB","sample","G","","LOW",1209,-119.393233,37.053544,10,"","BHEB_G010",455,4.1,0.33,0.3,282659,315369,0.10371977,-0.984138454955536,0.612783856719735,2.65801139665711,-0.481486060122112,-0.522878745280338
"293","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,1,"","BHEB_N001",605,8.7,0.34,0.4,531203,618399,0.141002815,-0.850772216942046,0.939519252618618,2.78175537465247,-0.468521082957745,-0.397940008672038
"294","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,1,"","BHEB_N001",705,6.9,0.55,0.6,531203,618399,0.141002815,-0.850772216942046,0.838849090737255,2.8481891169914,-0.259637310505756,-0.221848749616356
"295","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,1,"","BHEB_N001",550,7.6,0.37,0.5,531203,618399,0.141002815,-0.850772216942046,0.880813592280791,2.74036268949424,-0.431798275933005,-0.301029995663981
"296","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,2,"","BHEB_N002",430,7.6,0.33,0.3,631175,749919,0.158342434,-0.800402683479644,0.880813592280791,2.63346845557959,-0.481486060122112,-0.522878745280338
"297","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,2,"","BHEB_N002",554,7.3,0.44,0.4,631175,749919,0.158342434,-0.800402683479644,0.863322860120456,2.74350976472843,-0.356547323513813,-0.397940008672038
"298","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,2,"","BHEB_N002",537,5.7,0.48,0.3,631175,749919,0.158342434,-0.800402683479644,0.755874855672491,2.72997428569956,-0.318758762624413,-0.522878745280338
"299","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,3,"","BHEB_N003",495,3.4,0.58,0.4,639298,691993,0.076149614,-1.11833229374744,0.531478917042255,2.69460519893357,-0.236572006437063,-0.397940008672038
"300","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,3,"","BHEB_N003",381,3.8,0.53,0.5,639298,691993,0.076149614,-1.11833229374744,0.57978359661681,2.58092497567562,-0.275724130399211,-0.301029995663981
"301","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,3,"","BHEB_N003",550,4.6,0.52,0.5,639298,691993,0.076149614,-1.11833229374744,0.662757831681574,2.74036268949424,-0.283996656365201,-0.301029995663981
"302","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,4,"","BHEB_N004",500,14.8,0.45,0.6,768063,835234,0.080421774,-1.0946263511546,1.17026171539496,2.69897000433602,-0.346787486224656,-0.221848749616356
"303","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,4,"","BHEB_N004",489,22.1,0.47,0.6,768063,835234,0.080421774,-1.0946263511546,1.34439227368511,2.68930885912362,-0.327902142064283,-0.221848749616356
"304","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,4,"","BHEB_N004",556,15.1,0.45,0.5,768063,835234,0.080421774,-1.0946263511546,1.17897694729317,2.74507479158206,-0.346787486224656,-0.301029995663981
"305","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,5,"","BHEB_N005",704,19,0.25,0.5,893027,952347,0.062288221,-1.20559407273665,1.27875360095283,2.84757265914211,-0.602059991327962,-0.301029995663981
"306","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,5,"","BHEB_N005",624,11.4,0.43,0.4,893027,952347,0.062288221,-1.20559407273665,1.05690485133647,2.79518458968242,-0.366531544420413,-0.397940008672038
"307","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,5,"","BHEB_N005",570,18.7,0.48,0.3,893027,952347,0.062288221,-1.20559407273665,1.2718416065365,2.75587485567249,-0.318758762624413,-0.522878745280338
"308","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,6,"","BHEB_N006",535,11.1,0.47,0.4,957351,1081142,0.114500223,-0.941193667493743,1.04532297878666,2.72835378202123,-0.327902142064283,-0.397940008672038
"309","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,6,"","BHEB_N006",680,5.4,0.48,0.4,957351,1081142,0.114500223,-0.941193667493743,0.732393759822969,2.83250891270624,-0.318758762624413,-0.397940008672038
"310","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,6,"","BHEB_N006",670,7.8,0.64,0.4,957351,1081142,0.114500223,-0.941193667493743,0.89209460269048,2.82607480270083,-0.193820026016113,-0.397940008672038
"311","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,7,"","BHEB_N007",570,30.5,0.47,0.4,314629,335095,0.061075217,-1.21413498130524,1.48429983934679,2.75587485567249,-0.327902142064283,-0.397940008672038
"312","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,7,"","BHEB_N007",405,17.7,0.45,0.3,314629,335095,0.061075217,-1.21413498130524,1.24797326636181,2.60745502321467,-0.346787486224656,-0.522878745280338
"313","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,7,"","BHEB_N007",384,15.2,0.44,0.6,314629,335095,0.061075217,-1.21413498130524,1.18184358794477,2.58433122436753,-0.356547323513813,-0.221848749616356
"314","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,8,"BHEB_N8_#2","BHEB_N008",510,4,0.32,0.3,853016,942457,0.094901942,-1.02272490041513,0.602059991327962,2.70757017609794,-0.494850021680094,-0.522878745280338
"315","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,8,"BHEB_N8_#2","BHEB_N008",427,5.8,0.19,0.2,853016,942457,0.094901942,-1.02272490041513,0.763427993562937,2.63042787502502,-0.721246399047171,-0.698970004336019
"316","BHEB","sample","N","","LOW",1209,-119.393233,37.053544,8,"BHEB_N8_#2","BHEB_N008",433,5.3,0.17,0.3,853016,942457,0.094901942,-1.02272490041513,0.724275869600789,2.63648789635337,-0.769551078621726,-0.522878745280338
"317","BHEB","sample","N","","LOW",1124,-119.393233,37.053544,8,"","BHEB_N208",510,4,0.32,0.3,853016,942457,0.094901942,-1.02272490041513,0.602059991327962,2.70757017609794,-0.494850021680094,-0.522878745280338
"318","BHEB","sample","N","","LOW",1124,-119.393233,37.053544,8,"","BHEB_N208",427,5.8,0.19,0.2,853016,942457,0.094901942,-1.02272490041513,0.763427993562937,2.63042787502502,-0.721246399047171,-0.698970004336019
"319","BHEB","sample","N","","LOW",1124,-119.393233,37.053544,8,"","BHEB_N208",433,5.3,0.17,0.3,853016,942457,0.094901942,-1.02272490041513,0.724275869600789,2.63648789635337,-0.769551078621726,-0.522878745280338
"320","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,1,"","AGFB_N001",350,4.6,0.28,0.2,78800,90411,0.128424639,-0.891351646398084,0.662757831681574,2.54406804435028,-0.552841968657781,-0.698970004336019
"321","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,1,"","AGFB_N001",322,4.1,0.25,NA,78800,90411,0.128424639,-0.891351646398084,0.612783856719735,2.50785587169583,-0.602059991327962,NA
"322","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,1,"","AGFB_N001",260,4.5,0.22,NA,78800,90411,0.128424639,-0.891351646398084,0.653212513775344,2.41497334797082,-0.657577319177794,NA
"323","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,2,"","AGFB_N002",260,2.5,0.25,0.1,71395,82650,0.136176649,-0.865897357033243,0.397940008672038,2.41497334797082,-0.602059991327962,-1
"324","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,2,"","AGFB_N002",430,2.6,0.21,NA,71395,82650,0.136176649,-0.865897357033243,0.414973347970818,2.63346845557959,-0.677780705266081,NA
"325","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,2,"","AGFB_N002",385,6,0.23,NA,71395,82650,0.136176649,-0.865897357033243,0.778151250383644,2.5854607295085,-0.638272163982407,NA
"326","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,3,"","AGFB_N003",462,4.2,0.28,0.2,117550,140416,0.16284469,-0.788226398236946,0.6232492903979,2.66464197555613,-0.552841968657781,-0.698970004336019
"327","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,3,"","AGFB_N003",385,3.6,0.22,NA,117550,140416,0.16284469,-0.788226398236946,0.556302500767287,2.5854607295085,-0.657577319177794,NA
"328","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,3,"","AGFB_N003",377,3.6,0.19,NA,117550,140416,0.16284469,-0.788226398236946,0.556302500767287,2.57634135020579,-0.721246399047171,NA
"329","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,4,"","AGFB_N004",320,2.5,NA,0.2,50688,59113,0.142523641,-0.846113091414971,0.397940008672038,2.50514997831991,NA,-0.698970004336019
"330","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,4,"","AGFB_N004",255,2.2,NA,NA,50688,59113,0.142523641,-0.846113091414971,0.342422680822206,2.40654018043396,NA,NA
"331","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,4,"","AGFB_N004",270,2.3,NA,NA,50688,59113,0.142523641,-0.846113091414971,0.361727836017593,2.43136376415899,NA,NA
"332","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,5,"","AGFB_N005",335,4.7,0.23,0.2,96517,114923,0.160159411,-0.795447537017105,0.672097857935718,2.52504480703685,-0.638272163982407,-0.698970004336019
"333","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,5,"","AGFB_N005",245,3.5,0.29,NA,96517,114923,0.160159411,-0.795447537017105,0.544068044350276,2.38916608436453,-0.537602002101044,NA
"334","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,5,"","AGFB_N005",300,2.1,0.22,NA,96517,114923,0.160159411,-0.795447537017105,0.322219294733919,2.47712125471966,-0.657577319177794,NA
"335","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,6,"","AGFB_N006",275,7.5,0.24,0.1,157525,181746,0.133268408,-0.875272790251343,0.8750612633917,2.43933269383026,-0.619788758288394,-1
"336","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,6,"","AGFB_N006",384,4,0.26,NA,157525,181746,0.133268408,-0.875272790251343,0.602059991327962,2.58433122436753,-0.585026652029182,NA
"337","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,6,"","AGFB_N006",293,3.6,0.22,NA,157525,181746,0.133268408,-0.875272790251343,0.556302500767287,2.46686762035411,-0.657577319177794,NA
"338","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,7,"","AGFB_N007",290,2.2,NA,0.1,108339,125342,0.135652854,-0.867571064685927,0.342422680822206,2.46239799789896,NA,-1
"339","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,7,"","AGFB_N007",250,2.2,NA,NA,108339,125342,0.135652854,-0.867571064685927,0.342422680822206,2.39794000867204,NA,NA
"340","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,7,"","AGFB_N007",310,2.8,NA,NA,108339,125342,0.135652854,-0.867571064685927,0.447158031342219,2.49136169383427,NA,NA
"341","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,8,"","AGFB_N008",320,5.4,NA,0.2,75795,87171,0.130502117,-0.884382443161249,0.732393759822969,2.50514997831991,NA,-0.698970004336019
"342","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,8,"","AGFB_N008",370,3.8,NA,NA,75795,87171,0.130502117,-0.884382443161249,0.57978359661681,2.56820172406699,NA,NA
"343","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,8,"","AGFB_N008",330,3.4,NA,NA,75795,87171,0.130502117,-0.884382443161249,0.531478917042255,2.51851393987789,NA,NA
"344","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,9,"","AGFB_N009",330,4.1,0.27,0.2,63919,83220,0.231927421,-0.634647901275912,0.612783856719735,2.51851393987789,-0.568636235841013,-0.698970004336019
"345","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,9,"","AGFB_N009",315,2.9,0.29,NA,63919,83220,0.231927421,-0.634647901275912,0.462397997898956,2.4983105537896,-0.537602002101044,NA
"346","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,9,"","AGFB_N009",310,4.7,0.25,NA,63919,83220,0.231927421,-0.634647901275912,0.672097857935718,2.49136169383427,-0.602059991327962,NA
"347","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,10,"","AGFB_N010",290,3,0.31,0.3,102016,126053,0.190689631,-0.719672921646781,0.477121254719662,2.46239799789896,-0.508638306165727,-0.522878745280338
"348","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,10,"","AGFB_N010",415,3.6,0.23,NA,102016,126053,0.190689631,-0.719672921646781,0.556302500767287,2.61804809671209,-0.638272163982407,NA
"349","AGFB","sample","N","","LOW",1124,-119.570677,37.33823,10,"","AGFB_N010",280,4,0.29,NA,102016,126053,0.190689631,-0.719672921646781,0.602059991327962,2.44715803134222,-0.537602002101044,NA
"350","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,1,"","AGFB_L001",295,3.2,0.34,NA,398988,767801,0.480349726,-0.31844245269152,0.505149978319906,2.46982201597816,-0.468521082957745,NA
"351","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,1,"","AGFB_L001",340,2.4,0.3,NA,398988,767801,0.480349726,-0.31844245269152,0.380211241711606,2.53147891704225,-0.522878745280338,NA
"352","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,1,"","AGFB_L001",330,2.7,0.3,NA,398988,767801,0.480349726,-0.31844245269152,0.431363764158987,2.51851393987789,-0.522878745280338,NA
"353","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,2,"","AGFB_L002",229,1.6,0.19,NA,170388,258056,0.339724711,-0.468872862136082,0.204119982655925,2.35983548233989,-0.721246399047171,NA
"354","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,2,"","AGFB_L002",237,1.2,0.21,NA,170388,258056,0.339724711,-0.468872862136082,0.0791812460476248,2.3747483460101,-0.677780705266081,NA
"355","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,2,"","AGFB_L002",232,2.4,0.17,NA,170388,258056,0.339724711,-0.468872862136082,0.380211241711606,2.3654879848909,-0.769551078621726,NA
"356","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,3,"","AGFB_L003",290,2.6,0.27,NA,181525,292548,0.379503534,-0.420784175527255,0.414973347970818,2.46239799789896,-0.568636235841013,NA
"357","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,3,"","AGFB_L003",320,2.7,0.27,NA,181525,292548,0.379503534,-0.420784175527255,0.431363764158987,2.50514997831991,-0.568636235841013,NA
"358","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,3,"","AGFB_L003",287,2.5,0.28,NA,181525,292548,0.379503534,-0.420784175527255,0.397940008672038,2.45788189673399,-0.552841968657781,NA
"359","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,4,"","AGFB_L004",305,2.2,0.29,NA,113955,154963,0.264630912,-0.577359426486763,0.342422680822206,2.48429983934679,-0.537602002101044,NA
"360","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,4,"","AGFB_L004",320,1.8,0.27,NA,113955,154963,0.264630912,-0.577359426486763,0.255272505103306,2.50514997831991,-0.568636235841013,NA
"361","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,4,"","AGFB_L004",325,1.4,0.25,NA,113955,154963,0.264630912,-0.577359426486763,0.146128035678238,2.51188336097887,-0.602059991327962,NA
"362","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,5,"","AGFB_L005",260,1.7,0.24,NA,231452,476635,0.514404104,-0.288695575197668,0.230448921378274,2.41497334797082,-0.619788758288394,NA
"363","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,5,"","AGFB_L005",297,1.9,0.24,NA,231452,476635,0.514404104,-0.288695575197668,0.278753600952829,2.47275644931721,-0.619788758288394,NA
"364","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,5,"","AGFB_L005",225,2,0.22,NA,231452,476635,0.514404104,-0.288695575197668,0.301029995663981,2.35218251811136,-0.657577319177794,NA
"365","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,6,"","AGFB_L006",215,1.8,0.18,NA,96322,203685,0.527103125,-0.278104409005621,0.255272505103306,2.33243845991561,-0.744727494896694,NA
"366","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,6,"","AGFB_L006",214,1.5,0.21,NA,96322,203685,0.527103125,-0.278104409005621,0.176091259055681,2.33041377334919,-0.677780705266081,NA
"367","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,6,"","AGFB_L006",222,1.5,0.21,NA,96322,203685,0.527103125,-0.278104409005621,0.176091259055681,2.34635297445064,-0.677780705266081,NA
"368","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,7,"","AGFB_L007",257,3.2,0.36,0.5,233738,295368,0.208654966,-0.68057127459602,0.505149978319906,2.40993312333129,-0.443697499232713,-0.301029995663981
"369","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,7,"","AGFB_L007",380,1.5,0.34,NA,233738,295368,0.208654966,-0.68057127459602,0.176091259055681,2.57978359661681,-0.468521082957745,NA
"370","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,7,"","AGFB_L007",325,1.7,0.31,NA,233738,295368,0.208654966,-0.68057127459602,0.230448921378274,2.51188336097887,-0.508638306165727,NA
"371","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,8,"","AGFB_L008",320,1.7,0.21,NA,98569,166229,0.407028858,-0.390374798573642,0.230448921378274,2.50514997831991,-0.677780705266081,NA
"372","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,8,"","AGFB_L008",280,2.1,0.23,NA,98569,166229,0.407028858,-0.390374798573642,0.322219294733919,2.44715803134222,-0.638272163982407,NA
"373","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,8,"","AGFB_L008",231,1.9,0.25,NA,98569,166229,0.407028858,-0.390374798573642,0.278753600952829,2.36361197989214,-0.602059991327962,NA
"374","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,9,"","AGFB_L009",304,2.2,0.25,NA,66523,117327,0.433012009,-0.363500058911967,0.342422680822206,2.48287358360875,-0.602059991327962,NA
"375","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,9,"","AGFB_L009",245,2.1,0.24,NA,66523,117327,0.433012009,-0.363500058911967,0.322219294733919,2.38916608436453,-0.619788758288394,NA
"376","AGFB","sample","L","","LOW",1124,-119.570677,37.33823,9,"","AGFB_L009",260,1.8,0.18,NA,66523,117327,0.433012009,-0.363500058911967,0.255272505103306,2.41497334797082,-0.744727494896694,NA
