"","Unique_ID","Site","Species","Elevation_m","Elevation_cat","Longitude","Latitude","ACI","LT","LPS","LMA","ImageJ_1","ImageJ_2","LBI","logLBI","logACI","logLT","logLPS","logLMA","Observed","Shannon","Simpson_1minusD","hill_1","hill_2"
"32","HUOB_G112","HUOB","M. guttatus",1851,"HIGH",-119.273507,37.150723,13.1333333333333,267.666666666667,0.553333333333333,0.7,NA,NA,NA,NA,1.11837496710591,2.42759429055902,-0.257013166679607,-0.154901959985743,28,1.84074942039638,0.711767981416057,6.30125878383318,3.46942718200742
"33","KNOB_L009","KNOB","M. laciniatus",2572,"HIGH",-119.440369,37.853852,5.96666666666667,408.666666666667,0.22,NA,198759,357259,0.443655723,-0.352953911865565,0.775731776260231,2.61136921546273,-0.657577319177794,NA,3,0.916464885539471,0.56198347107438,2.50043542207737,2.28301886792453
"34","KNOB_L010","KNOB","M. laciniatus",2572,"HIGH",-119.440369,37.853852,5.43333333333333,556.666666666667,0.226666666666667,NA,306000,378847,0.192286068,-0.716052181231686,0.735066349684295,2.74559521642792,-0.644612342013426,NA,2,0.693147180559945,0.5,2,2
"35","NFWB_L006","NFWB","M. laciniatus",875,"LOW",-119.521415,37.257397,2.83333333333333,218.666666666667,0.243333333333333,0.366666666666667,307260,436710,0.296420966,-0.528091081745055,0.45229767099463,2.339782584656,-0.613798394599206,-0.435728569561437,3,0.897501078594518,0.526666666666667,2.45346442952942,2.11267605633803
"36","NFWB_L010","NFWB","M. laciniatus",875,"LOW",-119.521415,37.257397,2.66666666666667,253.666666666667,0.146666666666667,0.166666666666667,314094,476970,0.341480596,-0.466633969257846,0.425968732272281,2.40426340205091,-0.833668578233475,-0.778151250383644,2,0.655481773901393,0.462809917355372,1.92607022425223,1.86153846153846
"37","NFWB_N002","NFWB","M. nasutus",875,"LOW",-119.521415,37.257397,2.56666666666667,225.666666666667,0.133333333333333,0.133333333333333,454339,488024,0.069023245,-1.16100462701402,0.409369470452819,2.35346741396548,-0.8750612633917,-0.8750612633917,3,0.907808691525253,0.56508875739645,2.47888457665975,2.29931972789116
"38","NFWB_N006","NFWB","M. nasutus",875,"LOW",-119.521415,37.257397,2.86666666666667,233.333333333333,0.166666666666667,0.166666666666667,363124,406518,0.106745581,-0.971650094635856,0.457377196523905,2.36797678529459,-0.778151250383644,-0.778151250383644,17,2.16258078605187,0.849215326749011,8.6935449113122,6.63197378380393
"39","NFWB_N008","NFWB","M. nasutus",875,"LOW",-119.521415,37.257397,2.23333333333333,257,0.143333333333333,0.1,271283,315241,0.139442522,-0.855604771044517,0.348953547981164,2.40993312333129,-0.843652799140076,-1,24,2.44064147181172,0.855210263584596,11.4804027360292,6.90656689318766
"40","NFWB_N010","NFWB","M. nasutus",875,"LOW",-119.521415,37.257397,2.4,272.333333333333,0.166666666666667,0.133333333333333,555077,601067,0.076513933,-1.1162594736824,0.380211241711606,2.43510080181275,-0.778151250383644,-0.8750612633917,6,1.39634463916217,0.678102027177545,4.04040380682335,3.10657439446367
"41","OPNZ_L103","OPNZ","M. laciniatus",2506,"HIGH",-119.486313176147,37.8072315532725,4.26666666666667,430.666666666667,0.146666666666667,NA,415790,588488,0.293460529,-0.532450303923221,0.630088714928206,2.6341412589394,-0.833668578233475,NA,3,1.01140426470735,0.611111111111111,2.74945927399721,2.57142857142857
"42","OPNZ_L104","OPNZ","M. laciniatus",2506,"HIGH",-119.486313176147,37.8072315532725,4.3,311,0.25,NA,330495,677028,0.511844414,-0.290862032012279,0.633468455579587,2.49276038902684,-0.602059991327962,NA,17,0.681749836327842,0.289732534731583,1.97733471889136,1.40792032424305
"43","OPNZ_L105","OPNZ","M. laciniatus",2506,"HIGH",-119.486313176147,37.8072315532725,3.96666666666667,346.333333333333,0.2,NA,373939,733854,0.490444966,-0.309409718770187,0.598425706672868,2.53949429283752,-0.698970004336019,NA,9,1.36907811380097,0.608545308670028,3.93172442173865,2.5545740596504
"44","OSKB_L001","OSKB","M. laciniatus",2399,"HIGH",-119.594572,37.842693,1.46666666666667,326.333333333333,0.426666666666667,NA,230838,771945,0.700965742,-0.15430320660384,0.166331421766525,2.51366143708348,-0.369911285071794,NA,3,0.50270039282161,0.25146484375,1.65317948253683,1.33594259621657
"45","SDSB_G002","SDSB","M. guttatus",1679,"MID",-120.094614,38.136194,4.4,369.666666666667,0.583333333333333,0.733333333333333,275247,313067,0.120804812,-0.917915766183227,0.643452676486187,2.5678102914295,-0.234083206033368,-0.134698573897456,1,0,0,1,1
"46","SDSB_G003","SDSB","M. guttatus",1679,"MID",-120.094614,38.136194,3.5,308.666666666667,0.356666666666667,0.566666666666667,165270,184688,0.105139478,-0.978234183512023,0.544068044350276,2.48948973196227,-0.447737477034453,-0.246672333341388,11,1.0299121768461,0.460746965633667,2.80081984706507,1.85441701069904
"47","SDSB_G005","SDSB","M. guttatus",1679,"MID",-120.094614,38.136194,3.7,282,0.276666666666667,0.5,162096,194052,0.164677509,-0.783365710995274,0.568201724066995,2.45024910831936,-0.558043162343589,-0.301029995663981,14,1.45077411075983,0.706398545342906,4.26641591564534,3.40597767530795
"48","SDSB_G008","SDSB","M. guttatus",1679,"MID",-120.094614,38.136194,3.43333333333333,319,0.4,0.5,198621,236385,0.15975633,-0.796541924846517,0.53571596998551,2.50379068305718,-0.397940008672038,-0.301029995663981,2,0.682908104700472,0.489795918367347,1.97962633005252,1.96
"49","SPLB_L001","SPLB","M. laciniatus",2348,"HIGH",-119.586129,37.847194,3.43333333333333,281,0.303333333333333,NA,316997,1051068,0.698404861,-0.155892746538842,0.53571596998551,2.44870631990508,-0.518079862398569,NA,2,0.500402423538188,0.32,1.64938488846612,1.47058823529412
"50","SPLB_L002","SPLB","M. laciniatus",2348,"HIGH",-119.586129,37.847194,4.36666666666667,385.666666666667,0.326666666666667,NA,525311,1688687,0.688923406,-0.161829059951056,0.640150040936102,2.58621210423209,-0.485895179027168,NA,3,0.669893221613707,0.362948960302457,1.95402866146875,1.56973293768546
"51","SPLB_L003","SPLB","M. laciniatus",2348,"HIGH",-119.586129,37.847194,3.63333333333333,371,0.333333333333333,NA,99938,235709,0.576011098,-0.239569148948787,0.560305243220961,2.56937390961505,-0.477121254719662,NA,10,0.172042200827545,0.0527668250530837,1.18772795525891,1.05570626794827
"52","SPLB_L005","SPLB","M. laciniatus",2348,"HIGH",-119.586129,37.847194,NA,279,0.526666666666667,NA,381555,1790058,0.786847689,-0.104109326381183,NA,2.4456042032736,-0.27846416776524,NA,2,0.636514168294813,0.444444444444444,1.88988157484231,1.8
"53","SPLB_L006","SPLB","M. laciniatus",2348,"HIGH",-119.586129,37.847194,4.36666666666667,391.666666666667,0.463333333333333,NA,403294,1189949,0.661082954,-0.179744040962134,0.640150040936102,2.59291661188809,-0.334106454465567,NA,4,0.990532055483182,0.545043005885016,2.69266673939578,2.19800995024876
"54","SPLB_L007","SPLB","M. laciniatus",2348,"HIGH",-119.586129,37.847194,3.83333333333333,428.666666666667,0.383333333333333,NA,159818,378172,0.577393355,-0.238528218556162,0.583576585633949,2.63211971386854,-0.416423414366051,NA,1,0,0,1,1
"55","SPLB_L009","SPLB","M. laciniatus",2348,"HIGH",-119.586129,37.847194,5.63333333333333,390,0.626666666666667,NA,318723,1370418,0.767426435,-0.114963245042713,0.750765449894011,2.5910646070265,-0.202963405455983,NA,3,0.803712161102951,0.458161865569273,2.23381784808497,1.84556962025316
"56","TRTZ_L001","TRTZ","M. laciniatus",1486,"MID",-119.70531698,37.71609798,3.8,391.333333333333,0.216666666666667,0.4,344360,616011,0.440984008,-0.355577159655257,0.57978359661681,2.59254684219193,-0.664207898076807,-0.397940008672038,17,0.470028159025637,0.159003328853906,1.60003924812921,1.18906534866211
"57","TRTZ_L003","TRTZ","M. laciniatus",1486,"MID",-119.70531698,37.71609798,3.33333333333333,364,0.31,0.6,341775,674782,0.493503087,-0.306710126352252,0.522878745280338,2.56110138364906,-0.508638306165727,-0.221848749616356,14,0.686202166155421,0.267792601903259,1.98615809294948,1.36573326437201
"58","TRTZ_L004","TRTZ","M. laciniatus",1486,"MID",-119.70531698,37.71609798,5.76666666666667,484.333333333333,0.32,0.633333333333333,238776,567641,0.579353852,-0.237056101158384,0.760924848409133,2.68514435957836,-0.494850021680094,-0.198367653766833,18,0.992870555840295,0.483032372944154,2.69897090980692,1.93435710025993
"59","TRTZ_L005","TRTZ","M. laciniatus",1486,"MID",-119.70531698,37.71609798,2.53333333333333,249.666666666667,0.106666666666667,0.15,337969,839882,0.597599425,-0.223589829063219,0.403692337561129,2.3973605629798,-0.971971276399756,-0.823908740944319,19,1.96550276978793,0.764142622937757,7.13850071057201,4.2398504234027
"60","TRTZ_L006","TRTZ","M. laciniatus",1486,"MID",-119.70531698,37.71609798,4.23333333333333,526.666666666667,0.276666666666667,0.566666666666667,171218,440295,0.611128902,-0.213867176790234,0.626682466236294,2.72153583223476,-0.558043162343589,-0.246672333341388,13,0.355481059082577,0.123845031147558,1.42686689648691,1.14135060069312
"61","TWGB_G002","TWGB","M. guttatus",1238,"MID",-119.951305,37.85882,2.33333333333333,297.666666666667,0.336666666666667,0.5,227002,256381,0.114591175,-0.940848827363225,0.367976785294594,2.47373020416888,-0.47279988093702,-0.301029995663981,10,0.456730218337989,0.163707397237902,1.57890286774649,1.19575373104726
"62","TWGB_G006","TWGB","M. guttatus",1238,"MID",-119.951305,37.85882,4.3,236,0.27,0.2,299033,349516,0.144436878,-0.840321907409611,0.633468455579587,2.37291200297011,-0.568636235841013,-0.698970004336019,1,0,0,1,1
"63","TWGB_G009","TWGB","M. guttatus",1238,"MID",-119.951305,37.85882,3.36666666666667,278.666666666667,0.243333333333333,0.166666666666667,661641,775374,0.146681472,-0.833624740392171,0.52720011906298,2.44508502271935,-0.613798394599206,-0.778151250383644,16,0.464061414084167,0.155332307067999,1.59052064780956,1.18389753552526
"64","WCFB_G004","WCFB","M. guttatus",1380,"MID",-119.719077,37.723593,3.53333333333333,407.666666666667,0.29,0.566666666666667,207245,253988,0.184036254,-0.735096615244702,0.548184610545108,2.61030520231662,-0.537602002101044,-0.246672333341388,22,1.68921974867124,0.707934551306686,5.41525379734946,3.4238901057073
"65","WCFB_G006","WCFB","M. guttatus",1380,"MID",-119.719077,37.723593,5.4,500.666666666667,0.283333333333333,0.466666666666667,529125,634301,0.165814022,-0.780378746284344,0.732393759822969,2.69954867794849,-0.54770232900537,-0.330993219041424,30,2.43360013948008,0.856284891493302,11.3998493395033,6.95821065990007
"66","WCFB_G008","WCFB","M. guttatus",1380,"MID",-119.719077,37.723593,7.03333333333333,397,0.33,0.7,323797,402690,0.195914972,-0.707932373558492,0.84716120057803,2.59879050676312,-0.481486060122112,-0.154901959985743,19,1.14988275802876,0.502463287545746,3.15782265863238,2.00990193279847
"67","WCFB_G009","WCFB","M. guttatus",1380,"MID",-119.719077,37.723593,3.6,373,0.376666666666667,0.566666666666667,305386,377705,0.191469533,-0.717900321970278,0.556302500767287,2.57170883180869,-0.424042811236243,-0.246672333341388,25,1.53889939229872,0.637639153759848,4.65945921117251,2.75968005477407
"68","WCFB_L007","WCFB","M. laciniatus",1380,"MID",-119.719077,37.723593,2.26666666666667,409.333333333333,0.273333333333333,0.733333333333333,162295,357959,0.546610087,-0.262322358212296,0.355387657986574,2.61207711208549,-0.563307402335946,-0.134698573897456,2,0.562335144618808,0.375,1.75476535060332,1.6
"69","WCFB_L009","WCFB","M. laciniatus",1380,"MID",-119.719077,37.723593,2.7,343.666666666667,0.35,0.7,136290,199295,0.316139391,-0.500121387652647,0.431363764158987,2.53613741056385,-0.455931955649724,-0.154901959985743,26,1.24243512192164,0.503189376455142,3.46403855876572,2.01283940521394
"70","WSHB_G002","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,6.53333333333333,308.666666666667,0.57,NA,416939,483225,0.137174194,-0.862727582926166,0.815134816636814,2.48948973196227,-0.244125144327509,NA,12,1.90420923808003,0.793010889261461,6.71409627624221,4.83117201881775
"71","WSHB_G003","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,4.73333333333333,312.333333333333,0.51,NA,374367,411118,0.089392826,-1.04869733303438,0.675167089663394,2.49461833616812,-0.292429823902064,NA,10,1.36649393452351,0.558451523477142,3.92157725765575,2.26475699310499
"72","WSHB_G004","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,3.2,199.666666666667,0.243333333333333,NA,575342,612480,0.060635449,-1.21727340217082,0.505149978319906,2.30030556766965,-0.613798394599207,NA,15,1.60521066610118,0.75747816521932,4.97890837948138,4.12334007329414
"73","WSHB_G005","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,6.7,281,0.353333333333333,NA,934196,1003259,0.068838655,-1.1621676236987,0.826074802700826,2.44870631990508,-0.451815389454892,NA,24,1.38933261986972,0.579348804213886,4.01217151574347,2.37726650968196
"74","WSHB_G007","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,6.83333333333333,287.666666666667,0.533333333333333,NA,772300,828953,0.068342837,-1.16530699703459,0.834632606336092,2.45888954099555,-0.273001272063738,NA,1,0,0,1,1
"75","WSHB_G008","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,4.23333333333333,351.666666666667,0.606666666666667,NA,447599,488857,0.084396869,-1.07367366476351,0.626682466236294,2.54613120491405,-0.217049866734588,NA,2,0.673011667009257,0.48,1.96013170420779,1.92307692307692
"76","WSHB_G010","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,4,317,0.416666666666667,NA,440608,476039,0.074428776,-1.12825912303173,0.602059991327962,2.50105926221775,-0.380211241711606,NA,2,0.682908104700472,0.489795918367347,1.97962633005252,1.96
"77","WSHB_G205","WSHB","M. guttatus",1235,"MID",-119.647878,37.543343,6.7,281,0.353333333333333,NA,934196,1003259,0.068838655,-1.1621676236987,0.826074802700826,2.44870631990508,-0.451815389454892,NA,19,0.581783834265782,0.19588008106869,1.78922727063819,1.24359560863636
"78","AGFB_L001","AGFB","M. laciniatus",1124,"LOW",-119.570677,37.33823,2.76666666666667,321.666666666667,0.313333333333333,NA,398988,767801,0.480349726,-0.31844245269152,0.441956837656411,2.50740605862413,-0.503993401119964,NA,10,1.04339856848828,0.484080637034142,2.83884865977569,1.93828739873478
"79","AGFB_L002","AGFB","M. laciniatus",1124,"LOW",-119.570677,37.33823,1.73333333333333,232.666666666667,0.19,NA,170388,258056,0.339724711,-0.468872862136082,0.238882088915137,2.3667341679035,-0.721246399047171,NA,7,1.34949057993202,0.618224852071006,3.85546098115386,2.61934283942963
"80","AGFB_L004","AGFB","M. laciniatus",1124,"LOW",-119.570677,37.33823,1.8,316.666666666667,0.27,NA,113955,154963,0.264630912,-0.577359426486763,0.255272505103306,2.50060235056919,-0.568636235841013,NA,10,1.5623373327398,0.755916010957646,4.76995720298664,4.09695041417272
"81","AGFB_L006","AGFB","M. laciniatus",1124,"LOW",-119.570677,37.33823,1.6,217,0.2,NA,96322,203685,0.527103125,-0.278104409005621,0.204119982655925,2.33645973384853,-0.698970004336019,NA,13,1.86641409204799,0.811332104502158,6.46507163146008,5.30031883464475
"82","AGFB_L007","AGFB","M. laciniatus",1124,"LOW",-119.570677,37.33823,2.13333333333333,320.666666666667,0.336666666666667,0.5,233738,295368,0.208654966,-0.68057127459602,0.329058719264225,2.50605381731815,-0.47279988093702,-0.301029995663981,4,1.14567759328576,0.621527777777778,3.14457137556514,2.64220183486239
"83","AGFB_L011","AGFB","M. laciniatus",1124,"LOW",-119.570677,37.33823,2.36666666666667,302,0.246666666666667,NA,124027,194156,0.361199242,-0.44225316975267,0.374137093999413,2.48000694295715,-0.607889534988686,NA,11,1.14178661857119,0.505361467424208,3.13235970092004,2.02167832496303
"84","AGFB_N004","AGFB","M. nasutus",1124,"LOW",-119.570677,37.33823,2.33333333333333,281.666666666667,NA,0.2,50688,59113,0.142523641,-0.846113091414971,0.367976785294594,2.44973545423003,NA,-0.698970004336019,11,0.922844339450725,0.465982713914614,2.51643782363081,1.87259855824237
"85","AGFB_N005","AGFB","M. nasutus",1124,"LOW",-119.570677,37.33823,3.43333333333333,293.333333333333,0.246666666666667,0.2,96517,114923,0.160159411,-0.795447537017105,0.53571596998551,2.46736141743051,-0.607889534988686,-0.698970004336019,11,0.78523478055773,0.349198289121969,2.19292173568709,1.53656633546775
"86","AGFB_N007","AGFB","M. nasutus",1124,"LOW",-119.570677,37.33823,2.4,283.333333333333,NA,0.1,108339,125342,0.135652854,-0.867571064685927,0.380211241711606,2.45229767099463,NA,-1,8,1.4086155843477,0.625656141184507,4.09028882265572,2.67134073780246
"87","AGFB_N008","AGFB","M. nasutus",1124,"LOW",-119.570677,37.33823,4.2,340,NA,0.2,75795,87171,0.130502117,-0.884382443161249,0.6232492903979,2.53147891704225,NA,-0.698970004336019,17,1.87239119717111,0.745009814748216,6.50382975954415,3.92171957133399
"88","AGFB_N009","AGFB","M. nasutus",1124,"LOW",-119.570677,37.33823,3.9,318.333333333333,0.27,0.2,63919,83220,0.231927421,-0.634647901275912,0.591064607026499,2.50288211686408,-0.568636235841013,-0.698970004336019,14,1.36908740861675,0.618970092409533,3.9317609665627,2.62446590170241
"89","BHEB_G001","BHEB","M. guttatus",1209,"LOW",-119.393233,37.053544,5.33333333333333,382.333333333333,0.31,0.266666666666667,1171224,1332652,0.121132899,-0.91673788894832,0.726998727936262,2.58244216318161,-0.508638306165727,-0.574031267727719,32,2.15811863277186,0.811073686743254,8.65483940055367,5.29306893657014
"90","BHEB_G005","BHEB","M. guttatus",1209,"LOW",-119.393233,37.053544,4.7,483,0.316666666666667,0.4,1517303,1709165,0.112254814,-0.949795025390956,0.672097857935718,2.68394713075151,-0.499397649430815,-0.397940008672038,29,2.2029205145803,0.817650693808896,9.05140970944272,5.48398028425723
"91","BHEB_N001","BHEB","M. nasutus",1209,"LOW",-119.393233,37.053544,7.73333333333333,620,0.42,0.5,531203,618399,0.141002815,-0.850772216942046,0.888366730171237,2.79239168949825,-0.376750709602099,-0.301029995663981,3,0.914622467660643,0.548696844993141,2.49583281641432,2.21580547112462
